Query Execution Results


Results for salaries_1MB.db:

Query 1:
                       Steven Roth      University of Illinois
                      Rachel Avery University of Massachusetts
                   Manuel Clements    University of California
                     Nathan Weaver       University of Florida
                      Devin Wilson      University of Illinois
                       Mark Cooper University of Massachusetts
                    Gerald Wallace         University of Texas
                       Mary Barnes       University of Florida
                        Cody Allen      University of Illinois
                     Thomas Oneill    University of California
            Mrs. Michelle Thompson      University of Illinois
                     Angela Turner University of Massachusetts
                    Kaitlyn Franco         University of Texas
                    Carla Mcdonald       University of Florida
                  Timothy Mitchell University of Massachusetts
                      Dennis Allen      University of Illinois
                    Victoria Fritz      University of Illinois
                  Stephanie Harvey University of Massachusetts
                     Rachael Smith         University of Texas
                           Eric Le University of Massachusetts
                   Benjamin Powers    University of California
                       Eddie James University of Massachusetts
                     Robert Taylor      University of Illinois
                      Susan Gamble      University of Illinois
                      Kenneth Gray      University of Illinois
                       Bryan Scott       University of Florida
                  Mr. Dean Morales         University of Texas
                        Jane Crane    University of California
                         Kent King       University of Florida
                    Joshua Bennett University of Massachusetts
                 Kimberly Gonzalez       University of Florida
                   Lisa Montgomery         University of Texas
                      Mariah Brown      University of Illinois
                        John Brown    University of California
                        Holly Bond University of Massachusetts
                      Kim Harrison University of Massachusetts
                      Tyler Gamble    University of California
                Brittany Lucas DVM    University of California
                      David Robles University of Massachusetts
                       Justin Cole    University of California
                 Stephanie Jackson       University of Florida
                      Amber Pierce       University of Florida
                  Crystal Thompson       University of Florida
                  Jonathan Alvarez    University of California
                   Felicia Tran MD         University of Texas
                      Victor Reyes    University of California
                     Jessica Doyle         University of Texas
                  Katherine Cortez University of Massachusetts
                      Stephen Cole       University of Florida
                      Timothy Long      University of Illinois
                       Debra Nunez      University of Illinois
               Johnathan Patterson         University of Texas
                      Kendra White    University of California
                    Jeffrey Vaughn    University of California
                 Stephanie Schultz University of Massachusetts
                    Dennis Jackson         University of Texas
                        Amy Torres    University of California
                     Dennis Carter    University of California
                     Rhonda Turner University of Massachusetts
                   Randy Henderson       University of Florida
               Michelle Pennington University of Massachusetts
            Mrs. Cynthia Armstrong University of Massachusetts
                         Kyle Tate    University of California
                    Clayton Thomas         University of Texas
                  Samantha Aguilar    University of California
                      Dustin Evans University of Massachusetts
                     Natalie Smith       University of Florida
                     Donna Bullock      University of Illinois
                      Devin Wilson University of Massachusetts
                  Jennifer Marquez      University of Illinois
                     Katelyn Davis      University of Illinois
                        Joseph Lee      University of Illinois
                        Lisa Perez    University of California
                       Megan Terry    University of California
                      Robert Lyons University of Massachusetts
                   Elizabeth Patel    University of California
                   Elizabeth Evans      University of Illinois
                 Valerie Alexander      University of Illinois
                     Hannah Murray         University of Texas
                     Gregory Brown         University of Texas
                        Scott Webb      University of Illinois
                      Daniel Adams         University of Texas
                    Carlos Stanton         University of Texas
                     Jeremy Parker       University of Florida
                      Tanya Snyder University of Massachusetts
                  Felicia Peterson University of Massachusetts
                    David Johnston      University of Illinois
                        Emily Paul         University of Texas
                  Samantha Rollins         University of Texas
                    Jeremy Shaffer University of Massachusetts
                      Karen George    University of California
                    Kimberly Wells       University of Florida
                        Ellen Hale         University of Texas
                        Jack Silva      University of Illinois
                     Carrie Flores    University of California
                   Robert Thompson    University of California
                     Nicole Thomas University of Massachusetts
                      William Cole       University of Florida
                   Manuel Anderson    University of California
                         Erik Dean University of Massachusetts
                       Bryan Scott         University of Texas
                        Cory Smith University of Massachusetts
                       Glenn Foley      University of Illinois
                   Richard Escobar      University of Illinois
                     Caitlin Adams       University of Florida
                   Joshua Allen MD    University of California
                        Evan Brown         University of Texas
                    Tina Davis PhD       University of Florida
                    Douglas Carter    University of California
                     Michael Gomez      University of Illinois
                      Dennis Downs    University of California
                   Teresa Thompson University of Massachusetts
                Dominique Oconnell         University of Texas
                Ms. Danielle Gomez University of Massachusetts
                     Sandra Miller    University of California
                     Amanda Franco      University of Illinois
                  Catherine Miller      University of Illinois
                     Brian Bradley University of Massachusetts
                     Cassie Church       University of Florida
                      Jeff Cochran University of Massachusetts
                      Gerald Mccoy      University of Illinois
                     Robert Abbott         University of Texas
                   Victoria Arnold    University of California
                     Amanda Thomas         University of Texas
                         Lisa Huff      University of Illinois
                     Chad Buchanan       University of Florida
                        Karen Bush       University of Florida
                  Chelsea Harrison         University of Texas
                   Joseph Mckinney University of Massachusetts
                      Kelly Newman       University of Florida
                      Holly Bright      University of Illinois
                     Shawn Perkins    University of California
                       Lisa Wright University of Massachusetts
                    William Zavala       University of Florida
                      Renee Kaiser University of Massachusetts
                       Jason Brown University of Massachusetts
                       Brooke Cole         University of Texas
                      Maria Monroe    University of California
                       Kelly Lopez      University of Illinois
                    Tracey Russell      University of Illinois
                        David Shah       University of Florida
                     Stacey Hodges         University of Texas
                   Melissa Barrett         University of Texas
                      Molly Wright         University of Texas
                       Autumn Clay         University of Texas
                Kyle Rodriguez Jr.    University of California
                     Gregory Riley      University of Illinois
                    Kristi Burnett       University of Florida
                     Steven Massey    University of California
                     Grant Mendoza University of Massachusetts
                  Charles Campbell         University of Texas
                         Carl Ryan    University of California
                    David Humphrey         University of Texas
                      Valerie Cruz    University of California
                  Elizabeth Knight University of Massachusetts
                       John Powers University of Massachusetts
                      Amanda Smith    University of California
                       Cory Chavez       University of Florida
                   Steven Perez MD      University of Illinois
                       Brian Green      University of Illinois
                     Leah Mcmillan      University of Illinois
                     Charles Perry         University of Texas
                Alexandria Frazier         University of Texas
                    Barbara Garcia University of Massachusetts
                        Mary Parks University of Massachusetts
                     Katelyn Scott       University of Florida
                    Victoria Huang University of Massachusetts
                    Steven Shields         University of Texas
                        Adam Lewis University of Massachusetts
                     Shawn Navarro         University of Texas
                   Rachel Hamilton University of Massachusetts
                    Kathryn Nelson      University of Illinois
                          Adam Cox University of Massachusetts
                    Kayla Martinez    University of California
                   Krista Cisneros       University of Florida
                        Megan Diaz    University of California
                       Riley Smith    University of California
                      Leslie Smith       University of Florida
                     Denise Howard    University of California
                     Brenda Turner    University of California
                     James Hendrix University of Massachusetts
                      Tracey White         University of Texas
                       Tara Butler         University of Texas
                   Christine Price         University of Texas
                   Timothy Jackson University of Massachusetts
                    Bruce Robinson       University of Florida
                      Toni Jackson       University of Florida
                       Jeremy Hood         University of Texas
                     Frank Alvarez       University of Florida
                    Edward Edwards      University of Illinois
                    Dustin Nichols       University of Florida
                      Morgan Smith      University of Illinois
                 Kristin Henderson University of Massachusetts
                    Sabrina Hansen University of Massachusetts
                      Amanda Gomez         University of Texas
                  Jennifer Bennett       University of Florida
                      Aaron Thomas       University of Florida
                 Kaitlyn Rodriguez       University of Florida
                     Michael Barry University of Massachusetts
                        Andre Tran    University of California
                      Janet Martin      University of Illinois
                 Theresa Henderson University of Massachusetts
                      Daniel Johns      University of Illinois
                      Leslie Smith         University of Texas
                       Gary Church       University of Florida
                      Anthony Peck       University of Florida
                      Ashley Duffy    University of California
                      Andrew Scott      University of Illinois
                       Cassidy Day University of Massachusetts
                        Sarah Chen         University of Texas
                  Christopher Cole         University of Texas
                     Jerome Molina    University of California
                   Victoria Hanson       University of Florida
                      Teresa Kelly      University of Illinois
                       Aaron Moore University of Massachusetts
                 Sharon Cunningham         University of Texas
                       Scott Avery    University of California
                     Dawn Anderson    University of California
                     Scott Griffin       University of Florida
                   Calvin Mccarthy    University of California
                   Troy Mclaughlin    University of California
                    Deborah Haynes University of Massachusetts
                     Jason Everett       University of Florida
                      Lauren White    University of California
                   Yesenia Morales         University of Texas
                    Jose Pitts DDS University of Massachusetts
                        Cody Villa         University of Texas
                       Justin Lane       University of Florida
               Aaron Pennington II         University of Texas
                     David Mathews       University of Florida
                    Benjamin Smith    University of California
                    Derek Harrison      University of Illinois
                 Meredith Griffith    University of California
                  Kristopher Lewis       University of Florida
                     Rebecca Brown University of Massachusetts
                       Carla Allen      University of Illinois
                   Jennifer Joseph University of Massachusetts
                      Ashley Davis    University of California
                        Amy Murphy       University of Florida
                      Joshua Adams    University of California
                       Ryan Adkins         University of Texas
                     Justin Thomas      University of Illinois
                   Mary Madden DDS       University of Florida
                          Rita Cox         University of Texas
                      Morgan Brown    University of California
                      Angela Potts         University of Texas
                    Colleen Harmon         University of Texas
                  Brittany Stevens University of Massachusetts
                     Kyle Mitchell      University of Illinois
                     Nicole Watson    University of California
                    Debbie Brennan    University of California
                     Janice Willis         University of Texas
                  Carolyn Faulkner    University of California
                       Haley Hurst         University of Texas
                  Tamara Frederick         University of Texas
                        Paul Myers      University of Illinois
                    Kathleen Gomez         University of Texas
                    Vanessa Krause      University of Illinois
                   Matthew Edwards       University of Florida
                      Michael Horn      University of Illinois
              Christopher Robinson         University of Texas
                     Tammy Sweeney University of Massachusetts
                     Dawn Anderson University of Massachusetts
                        John Myers       University of Florida
                      Peter Martin      University of Illinois
                      Amanda Heath       University of Florida
                    Daniel Vaughan University of Massachusetts
                    Rebecca Patton         University of Texas
                     Daniel Tanner       University of Florida
                      Norman Mayer    University of California
                        Roy Obrien      University of Illinois
                       Kerry Green       University of Florida
                    Brian Delacruz         University of Texas
                     Tony Richards    University of California
                        Robert Kim    University of California
                    Michael Barron    University of California
                    Michael Martin       University of Florida
                       Paul Fisher    University of California
                   Matthew Farrell      University of Illinois
                       Donna Patel University of Massachusetts
                      Ronald Moore      University of Illinois
                       David Rivas         University of Texas
                     Alexis Montes       University of Florida
                       Nicole Huff         University of Texas
                      Helen Foster       University of Florida
                     Robert Dillon      University of Illinois
                    Matthew Bryant       University of Florida
                     Phyllis Duran    University of California
                  Elizabeth Obrien    University of California
                    Joyce Jones MD      University of Illinois
                Alexandra Thornton    University of California
                      Craig Harris         University of Texas
                      Ricky Keller       University of Florida
                   Kathleen Greene    University of California
                   Wendy Donaldson      University of Illinois
                     Richard Stark University of Massachusetts
                   Jennifer Jensen University of Massachusetts
                     Richard Clark    University of California
                  William Martinez University of Massachusetts
                Alexandria Frazier    University of California
                    Melissa Archer      University of Illinois
                       Eric Harvey      University of Illinois
                 David Sanchez Jr.    University of California
                       James Allen      University of Illinois
                   Daniel Cummings      University of Illinois
                  Stephanie Taylor University of Massachusetts
                      Andrea Perry         University of Texas
                 Jennifer Robinson      University of Illinois
                   Lindsey Johnson    University of California
                      Tammy Spears         University of Texas
                    Tamara Proctor      University of Illinois
                        Joseph Lee       University of Florida
                      Maria Wright      University of Illinois
                       Gary Vargas         University of Texas
                       John Barnes       University of Florida
                       David Scott      University of Illinois
                   Steven Mcdonald      University of Illinois
                        Ryan Berry       University of Florida
                    Jesse Williams    University of California
                     Joshua Miller    University of California
                Jonathan Carpenter       University of Florida
                      Ronald Smith       University of Florida
                   Priscilla Lopez       University of Florida
                         Mary Neal University of Massachusetts
                   Rachel Marshall University of Massachusetts
                      Ann Crawford       University of Florida
                       Brenda Rich         University of Texas
                      Matthew Byrd University of Massachusetts
                        Joel Smith      University of Illinois
                       Maria Pratt         University of Texas
                   Kristopher Love         University of Texas
                     Carl Espinoza    University of California
                       David Lopez      University of Illinois
                  Leslie Zimmerman      University of Illinois
                       Jesse Sloan    University of California
                      David Porter      University of Illinois
                      Emily Hansen       University of Florida
                       Tina Thomas         University of Texas
                    Sandra Carlson University of Massachusetts
                      Leroy Mercer University of Massachusetts
                       Kurt Barnes University of Massachusetts
                    Joshua Wallace University of Massachusetts
                   Jennifer Fuller         University of Texas
                   Jennifer Jensen       University of Florida
                   Benjamin Taylor       University of Florida
                Mr. Bradley Bowers         University of Texas
                   Jasmin Hill DDS    University of California
                   Robert Stephens       University of Florida
                        Eric Hobbs       University of Florida
                   Heather Sanchez      University of Illinois
                      Diana Medina      University of Illinois
                     Jamie Gardner    University of California
                   Michael Collins       University of Florida
                        Emily Todd         University of Texas
                    Joshua Johnson         University of Texas
                      Sheri Harris       University of Florida
                      Andrew Clark       University of Florida
                       Jean Wilson      University of Illinois
                       Sherri Mata         University of Texas
                     Timothy Barry         University of Texas
                     Meghan Finley         University of Texas
                      Brian Walker    University of California
                 Nicholas Williams University of Massachusetts
                 Kaitlyn Henderson University of Massachusetts
                 Christopher Davis         University of Texas
                      Andrew Owens      University of Illinois
                        Debra Hall      University of Illinois
                   Scott Alexander University of Massachusetts
                   Cynthia Shelton University of Massachusetts
                    Jon Mccullough         University of Texas
                       Mark Romero         University of Texas
                    Alexis Russell    University of California
                       Keith Moore      University of Illinois
                   Richard Roberts    University of California
                     Angelica Kent       University of Florida
                       Kevin Jones      University of Illinois
                    Stephanie Mays      University of Illinois
                 Stephanie English         University of Texas
                    Cynthia Bender         University of Texas
                      Lauren Perez University of Massachusetts
                        Katelyn Le University of Massachusetts
                     Michael Chung      University of Illinois
                       Casey Brown University of Massachusetts
                      Andrea Mills         University of Texas
                       Jacob Ortiz    University of California
                     Michael Smith    University of California
                    Kathryn Nelson University of Massachusetts
                     David Bennett         University of Texas
                    Ashley Russell      University of Illinois
                    Angela Flowers       University of Florida
                       Donald Boyd         University of Texas
                    Kathryn Mercer         University of Texas
                    Felicia Riddle    University of California
                     Jeffrey Mccoy       University of Florida
                  Veronica Jackson      University of Illinois
                   Dominique Smith         University of Texas
                      George Brown    University of California
                         Cole Love University of Massachusetts
                     William Quinn       University of Florida
                   Patrick Bullock University of Massachusetts
                        Cody Simon         University of Texas
                        Laura Cook       University of Florida
                         Gary Ford       University of Florida
                        Rita Stone       University of Florida
                  George Lopez DDS    University of California
                     Sarah Fuentes    University of California
                    Matthew Turner       University of Florida
                 Kaitlyn Rodriguez University of Massachusetts
                       Jason Brown         University of Texas
                     Gregory Riley University of Massachusetts
                 Savannah Bautista University of Massachusetts
                  Austin Schroeder         University of Texas
                  Russell Ferguson      University of Illinois
                      John Goodman University of Massachusetts
              Christopher Martinez University of Massachusetts
                     Kristin Smith    University of California
                      Sandra Boyer    University of California
                        Evan Lopez University of Massachusetts
                      Lauren Perez       University of Florida
                  Catherine Miller University of Massachusetts
                     Dawn Marshall    University of California
                    Rachel Collins    University of California
                 Mrs. Melissa Hahn University of Massachusetts
                      Andrea White      University of Illinois
                     Sarah Frazier University of Massachusetts
                 Jonathan Gonzales       University of Florida
                  Patrick Phillips       University of Florida
                    Samuel Carlson University of Massachusetts
                     Glen Gonzalez University of Massachusetts
                    Jon Mccullough University of Massachusetts
                     Jackie Miller University of Massachusetts
                       Karen Evans      University of Illinois
                      Amy Cummings    University of California
                      Sherri Simon         University of Texas
                        Thomas Fox University of Massachusetts
                   Steven Davidson    University of California
                       Jacob Solis University of Massachusetts
                   Audrey Odonnell University of Massachusetts
                  Victor Steele MD       University of Florida
                     Douglas Reyes University of Massachusetts
                      Lisa Walters University of Massachusetts
                    Susan Williams University of Massachusetts
                    Tammy Martinez University of Massachusetts
                  Whitney Robinson      University of Illinois
                  Charles Bautista      University of Illinois
                    Joseph Roberts       University of Florida
                     Karen Swanson University of Massachusetts
                      Toni Jackson         University of Texas
                    Dalton Bernard         University of Texas
                Christopher Daniel    University of California
                     Ronald Holmes       University of Florida
                    Kenneth Powers       University of Florida
                   Veronica Parker    University of California
                  Rebecca Mitchell         University of Texas
                  Peter Washington University of Massachusetts
                   Nicholas Lawson University of Massachusetts
                     Jessica James University of Massachusetts
                       Greg Gibson    University of California
                   Michael Burgess      University of Illinois
                      John Douglas University of Massachusetts
                   Robert Santiago University of Massachusetts
                      Sharon Gross       University of Florida
                   William Huffman    University of California
                         Joel Beck         University of Texas
                    Brandon Bailey    University of California
                     Charles Parks University of Massachusetts
                       Erika Smith         University of Texas
                        David Wood      University of Illinois
                    Sarah Peterson    University of California
                       Sarah Clark         University of Texas
                     Dale Phillips       University of Florida
                      Diane Nelson       University of Florida
                     Patrick Allen      University of Illinois
                  Jennifer Shannon       University of Florida
                       Renee Smith      University of Illinois
                      Tonya Brooks         University of Texas
                   Brandon Cabrera       University of Florida
                      Lee Hamilton    University of California
                 Jocelyn Gutierrez       University of Florida
                  Ronald Zimmerman      University of Illinois
                     James Bradley    University of California
                    Thomas Stevens       University of Florida
                      Tracy Decker         University of Texas
                       Renee Lloyd      University of Illinois
                      Timothy Hess University of Massachusetts
                     Thomas Duarte       University of Florida
                   Nathan Chambers       University of Florida
                        Amy Wilson University of Massachusetts
                    Kimberly Jones       University of Florida
                      Russell Bean         University of Texas
                      Matthew Pham       University of Florida
                     Allison Bates      University of Illinois
                    Amanda Daniels      University of Illinois
                      Krista Banks      University of Illinois
                     Travis Larson       University of Florida
                    Misty Gonzalez       University of Florida
                     Susan Huffman         University of Texas
                       Holly Banks    University of California
                    Micheal Benton         University of Texas
                       Molly Reyes      University of Illinois
                      Terri Hunter      University of Illinois
                   Benjamin Torres       University of Florida
                        Scott Cain      University of Illinois
                      Joseph Cantu University of Massachusetts
                  Laurie Wilkerson      University of Illinois
                   Joseph Martinez      University of Illinois
                     Rachel Castro       University of Florida
                        Haley Kane       University of Florida
                    Catherine Bush    University of California
                        Jody Hogan       University of Florida
                   Cynthia Hawkins         University of Texas
                       Riley Smith       University of Florida
                     Donna Baldwin University of Massachusetts
                      Laura Wilson         University of Texas
                     Justin Farmer      University of Illinois
                    Zachary Murphy         University of Texas
                    Allison Palmer       University of Florida
                        Diana Hill      University of Illinois
                      Andrea Salas       University of Florida
                        Zoe Nguyen University of Massachusetts
                     Lisa Gonzalez University of Massachusetts
                      Heather Shaw      University of Illinois
               Nicholas Montgomery       University of Florida
                      Thomas Woods      University of Illinois
                      Shawn Thomas       University of Florida
                     Latasha Allen       University of Florida
                Candice Strickland       University of Florida
                   Francisco Mills       University of Florida
                       Mark Cooper         University of Texas
                 Christopher Olson University of Massachusetts
                       Kyle Morris      University of Illinois
                     Mary Robinson      University of Illinois
               Christopher Sanders         University of Texas
                     Bonnie Warner University of Massachusetts
                  Colleen Carrillo       University of Florida
                     Kimberly Bell University of Massachusetts
                      Kevin Powers         University of Texas
                   William Shaffer University of Massachusetts
                       Aaron Stout University of Massachusetts
                    Rebecca Wright University of Massachusetts
                  Elizabeth Levine       University of Florida
                   Steven Richmond         University of Texas
                       Leah Dawson       University of Florida
                        Louis Hart      University of Illinois
                     Emily Bullock         University of Texas
                     William Jones       University of Florida
                    Russell Farmer      University of Illinois
                    Kenneth Watson         University of Texas
                   Amanda Williams University of Massachusetts
                      Timothy Cruz      University of Illinois
                  Jennifer Pittman       University of Florida
                   Judith Jennings         University of Texas
                     Terri Goodman         University of Texas
                     Misty Simmons       University of Florida
                        Luis Gomez    University of California
                      Maria Wright    University of California
                      James Butler University of Massachusetts
                   Steven Perez MD University of Massachusetts
                       Lisa Bright University of Massachusetts
                      Sharon Gomez University of Massachusetts
                  Katherine Harris University of Massachusetts
                 Charlotte Collins    University of California
                     Thomas Melton         University of Texas
                       David Flynn University of Massachusetts
                   Sierra Woodward         University of Texas
                       Shane Smith         University of Texas
                  Brandy Rodriguez      University of Illinois
                    Steven Woodard      University of Illinois
                    Michael Dodson      University of Illinois
                      Nicole Nixon         University of Texas
                      Timothy Kerr         University of Texas
                      Pamela Lopez         University of Texas
                      Sierra Casey       University of Florida
                      Renee Burton    University of California
                      Emma Parrish         University of Texas
                      James Rhodes       University of Florida
                        John Perez University of Massachusetts
                       Darryl Soto       University of Florida
                       Kelly Smith         University of Texas
                    Reginald Riley       University of Florida
                     Richard Stark      University of Illinois
                     Phyllis Avila       University of Florida
                    Barbara Rivers         University of Texas
                   Robert Williams         University of Texas
                   Samantha Juarez    University of California
                  Stephanie Wilson       University of Florida
                  Dr. Dale Hensley         University of Texas
                     Jonathan Reed       University of Florida
                    Phillip Harmon    University of California
                     Julia Johnson       University of Florida
                    Theresa Ingram    University of California
                    Bradley Barton       University of Florida
                       Erin Dawson       University of Florida
                     Kimberly King         University of Texas
                  Melanie Gonzalez    University of California
                      Sabrina Ross         University of Texas
                      Ashley Olson    University of California
                       Jenna Avery University of Massachusetts
                        Kyle Jones         University of Texas
                      Calvin Davis University of Massachusetts
                       Wendy Wells      University of Illinois
                  Jeffrey Castillo University of Massachusetts
                    Beverly Barker       University of Florida
                   Brian Armstrong    University of California
                Brittany Carpenter         University of Texas
                        Mark Davis    University of California
                  Gloria Scott PhD      University of Illinois
                     Robert Brandt         University of Texas
                    Chase Campbell       University of Florida
                   Brian Armstrong         University of Texas
                      Joanne Nunez University of Massachusetts
                     Rebecca Mills      University of Illinois
                 Kimberly Gonzalez    University of California
                        Kevin Tran       University of Florida
                    Roberto Osborn         University of Texas
                   Stephanie Woods University of Massachusetts
                        David Cain         University of Texas
                      Kim Harrison      University of Illinois
                      Karen Rhodes      University of Illinois
                  Stephanie Chavez      University of Illinois
                       Karen Evans         University of Texas
                     Shannon Wells University of Massachusetts
                       Tracy Velez       University of Florida
                      Chad Gregory       University of Florida
                      Kevin French      University of Illinois
                     Angelica Kent      University of Illinois
                 Christopher Allen         University of Texas
                     Emily Krueger    University of California
                      Tasha Hanson       University of Florida
                      Adam Nichols      University of Illinois
                       Brent Jones University of Massachusetts
                    Brandon Bailey       University of Florida
                     Janice Harris University of Massachusetts
                   Jason Patterson University of Massachusetts
                 Katherine Jackson      University of Illinois
                 Brianna Jefferson    University of California
                     Erin Mcknight         University of Texas
                     Robert Rogers University of Massachusetts
                  Leslie Davenport    University of California
                  Dr. Troy Parsons      University of Illinois
                    Reginald Allen         University of Texas
                     Melissa Ramos       University of Florida
                     James Mendoza    University of California
                     Terry Carroll University of Massachusetts
                   Alicia Mckinney    University of California
                    Margaret Smith      University of Illinois
                    Marcus Raymond    University of California
                        Paula Hall    University of California
                    Jeffrey Gaines University of Massachusetts
                    Tricia Bentley University of Massachusetts
                     Teresa Ritter      University of Illinois
                Elizabeth Hamilton    University of California
                        Roy Obrien University of Massachusetts
                     Tyler Ramirez      University of Illinois
                 Nathaniel Bennett         University of Texas
                 Steven Richardson       University of Florida
                   Richard Pacheco      University of Illinois
                   Elizabeth Green       University of Florida
                     Jason Roberts         University of Texas
                      Carmen Meyer      University of Illinois
                    Thomas Gardner University of Massachusetts
                    Patricia Lewis         University of Texas
                       Sarah Adams    University of California
                     Paul Reynolds University of Massachusetts
             Nicholas Campbell PhD         University of Texas
                      Daniel Payne      University of Illinois
                     Matthew Booth      University of Illinois
                      Michael Shaw    University of California
                   Kristen Skinner University of Massachusetts
                     Vanessa Adams University of Massachusetts
                       Bianca Wolf         University of Texas
                      Daniel Gibbs       University of Florida
                    Karen Gonzalez    University of California
                    Heather Fields         University of Texas
                  Cheryl Alexander         University of Texas
                    Jessica Powell         University of Texas
                     Heather Grant University of Massachusetts
                     Angelica Bell    University of California
                    Matthew Thomas      University of Illinois
                      Wayne Howell      University of Illinois
                       Traci Eaton      University of Illinois
                     Johnny Foster University of Massachusetts
                         Tim Stein         University of Texas
                      Russell Bean    University of California
               Michael Mcclain Jr.    University of California
                      Kenneth Choi      University of Illinois
                      David Mercer         University of Texas
                   Jacqueline Cole University of Massachusetts
              Michael Williams DDS         University of Texas
                     Eric Robinson University of Massachusetts
                      Monica Woods       University of Florida
                 Richard Whitehead    University of California
                      Derrick Hill University of Massachusetts
            Mr. Charles Prince III University of Massachusetts
                       Ruth Monroe University of Massachusetts
                     Billy Perkins      University of Illinois
                    Charles Howard    University of California
                    Michael Hansen         University of Texas
                    Crystal Holmes         University of Texas
                         John Ward      University of Illinois
                      Joseph Patel University of Massachusetts
                    Jacob Franklin      University of Illinois
               Catherine Alexander    University of California
                       Karen Marks         University of Texas
